sample_id,spout_no,tap_iron,tap_time_len
R2S_TRAIN_6DAA062B84ED,1,513.9045558297147,111.4358696451731
R2S_TRAIN_2EF4BA957B9F,2,529.1049613736403,141.3626613791496
R2S_TRAIN_77A170518E60,1,435.59934180269386,107.54921440235907
R2S_TRAIN_8C28BC610534,1,497.49409599184116,124.4061138369231
R2S_TRAIN_9F5FF50CF406,2,476.681999546854,109.25074150497731
R2S_TRAIN_6641BAAFD574,2,595.4787578196567,158.55799419172703
R2S_TRAIN_DE67FC8F7DBF,2,783.4308449642357,183.25859562181714
R2S_TRAIN_FA6F5C4435F6,1,452.6519131783307,125.43451496940548
R2S_TRAIN_D97DB90B9FAD,1,494.54812720295786,120.57123061135988
R2S_TRAIN_7B4118FC5079,2,619.9554663840818,134.53151172272607
R2S_TRAIN_16645E93EB2D,1,525.3070718592841,112.09916435344128
R2S_TRAIN_CECBB50D4109,1,484.8264208679627,116.34990113090859
R2S_TRAIN_2A4B2EC01BB3,1,345.3738079610636,79.62201685250469
R2S_TRAIN_14F7498C349C,1,645.9695028877417,161.4377273375792
R2S_TRAIN_F12ADBF9911C,1,549.7114659212019,144.3978727181717
R2S_TRAIN_ED4CB91858BF,1,558.2407060279056,133.84278002577636
R2S_TRAIN_86B3B5562645,2,426.4197133448631,107.95433377645811
R2S_TRAIN_4578E55A85CC,2,689.203851188436,192.165485520358
R2S_TRAIN_41A8636F6114,1,574.2638693363729,133.23207592815172
R2S_TRAIN_2C19047EC9E0,2,557.0047397607248,139.2261042951428
R2S_TRAIN_31514C4F2612,1,407.8462524324975,102.48999663549105
R2S_TRAIN_F22A8C6219E6,1,280.62894681349485,61.53
R2S_TRAIN_A6F16F964464,2,478.23483750355365,113.3107702422384
R2S_TRAIN_FF5F81C7EE32,1,389.16617004529564,105.22895206148272
R2S_TRAIN_70687F6FCE6E,1,791.313087764331,189.6418975319855
R2S_TRAIN_3FAD7517A18B,1,524.3372195102613,127.44607359639772
R2S_TRAIN_7B5A177A4228,2,460.2781176287393,120.44063273371421
R2S_TRAIN_506560858EF0,2,654.5700550113561,155.13895695700012
R2S_TRAIN_E674BC894007,2,424.0147433669858,113.34741445735587
R2S_TRAIN_9BDC6B5F1A00,2,553.8717490715521,122.20280333779574
R2S_TRAIN_180A1A578E7A,2,574.05473370754,138.7042460649704
R2S_TRAIN_7FB84FD174D4,2,534.997799963684,114.97647106978368
R2S_TRAIN_CDBEE90979EC,2,553.122987394712,131.38377808885178
R2S_TRAIN_CC26F413F8BD,1,519.4068429599358,125.01040520378346
R2S_TRAIN_A76C6DEF0909,1,599.7405405297638,141.66546944582248
R2S_TRAIN_40309D4AD231,2,705.0134613083388,172.53745575018522
R2S_TRAIN_D93FEC114F53,2,539.6936575486575,131.76401732718563
R2S_TRAIN_A330CCFE093F,2,441.8331508349894,116.38485262255438
R2S_TRAIN_CC24777F04F7,1,517.9566225233118,127.35980585065367
R2S_TRAIN_A58F3A4F1B9B,2,507.6510003635903,122.91718477389426
R2S_TRAIN_AE740515D49D,1,422.87645405338554,105.03770497193712
R2S_TRAIN_4E926A7F40A3,2,592.5351890261502,141.15226318740812
R2S_TRAIN_0F26009F19E4,2,414.7306288508182,99.32574573944723
R2S_TRAIN_A559FEFDB7E2,2,486.06735736983654,111.93240639311684
R2S_TRAIN_6C7A09932A5B,2,545.9726903948017,136.76729684477033
R2S_TRAIN_A1B7999CDF1C,2,521.7894015850461,123.08634654687084
R2S_TRAIN_BFDE5CE67D40,2,278.9168290897004,85.70995425788996
R2S_TRAIN_64D6EB55A583,2,600.7718878464966,156.9608273374458
R2S_TRAIN_B77C20FF1BE7,1,642.8888379218488,172.8862564927494
R2S_TRAIN_793C70B2DEA7,2,442.3945434680855,106.96021728416548
R2S_TRAIN_519E72428FF8,2,525.5362166399484,114.05469365625729
R2S_TRAIN_317D3E9A86A5,1,515.4940284765408,126.44711238067433
R2S_TRAIN_031E57D79788,1,570.0238290606794,128.89459524632815
R2S_TRAIN_7CB572676447,1,552.7817258158475,127.48329544253028
R2S_TRAIN_AFEEE9F8B5E9,2,462.529248359143,124.7626122954702
R2S_TRAIN_85E41450C0FA,2,486.32978932089685,109.32700726669259
R2S_TRAIN_54563B625E6D,1,437.3692413080894,108.90203062606615
R2S_TRAIN_56C7C7FC06DF,1,438.49692174846706,112.3539123026193
R2S_TRAIN_8D7D7FAF3097,1,590.3059420311058,129.3224443548259
R2S_TRAIN_725843FE369E,1,565.4170491005189,144.10923197467713
R2S_TRAIN_78CCAE383504,1,792.2119000000002,175.86773806729954
R2S_TRAIN_5A5FEC420196,2,472.56931647256124,125.05386742126468
R2S_TRAIN_B7155F24F607,1,630.0049288739334,151.13362338324404
R2S_TRAIN_4FE5C047E1A8,2,544.7889772783875,175.06206331677103
R2S_TRAIN_7EC46BCF876E,2,478.71030048506833,114.86661372765725
R2S_TRAIN_0B79503E4934,2,575.4719928020462,140.39011252889875
R2S_TRAIN_7EECB5DA2834,1,539.9278093520021,112.22847571679864
R2S_TRAIN_0B85E782CA8A,1,603.8558576428653,150.73316020618702
R2S_TRAIN_C43E78288DF1,2,478.97984330706214,117.69306888612614
R2S_TRAIN_EE6C2F739FB8,2,540.1884547946767,120.36630286853486
R2S_TRAIN_9FA68FA012E8,2,595.4567835514245,126.29907732825214
R2S_TRAIN_51CBD56EF889,2,374.09723692314805,88.71617410062333
R2S_TRAIN_24509CBD594E,2,610.7869201076608,128.203753019189
R2S_TRAIN_CBDA122DC43C,1,483.234825354735,121.38623362910596
R2S_TRAIN_5EB6EB6C8AA6,2,456.6162577018139,93.73530705862936
R2S_TRAIN_4C8DDF3B12F0,1,661.6318320822809,153.29216724022825
R2S_TRAIN_EE3C34656722,1,493.2012926538202,108.72201969969875
R2S_TRAIN_FF0B87BF98BC,1,578.1250645154438,107.25317812517478
R2S_TRAIN_B356F7FF1FDE,1,616.5688395997629,156.46119181453338
R2S_TRAIN_5226C8583B6E,2,277.7721323730429,75.0017037680654
R2S_TRAIN_A605521C6183,1,448.04753803812696,106.01780238340362
R2S_TRAIN_E9E5052FB808,2,459.149546838472,123.89862414852217
R2S_TRAIN_4502CFFEE8E2,1,488.3468894582697,119.99544420460654
R2S_TRAIN_28AFC1D403C9,1,412.29633301700215,114.26777623960636
R2S_TRAIN_A0B303E04562,1,493.43098632225275,112.27184825704228
R2S_TRAIN_D57D9B69373C,2,556.0148807700788,130.01939570318748
R2S_TRAIN_0AE8A1258A09,2,652.9493455767558,146.0650172579253
R2S_TRAIN_3E4879F1FAE6,1,650.1400595018064,167.24430039251683
R2S_TRAIN_B03E9F427994,2,665.548049487955,155.86642507530834
R2S_TRAIN_3BBD5F444C72,1,467.1978797006594,119.02778811148517
R2S_TRAIN_79D54C6C131A,1,435.94806534488526,113.25486954203619
R2S_TRAIN_00DA2EBBC7AF,1,600.9770142277672,133.5822184958651
R2S_TRAIN_286E3AA4A854,2,569.4674641357194,128.01949691917366
R2S_TRAIN_4630E7DB440C,1,491.531863373219,108.53058003583007
R2S_TRAIN_A733B243FCA9,1,536.6699166102258,127.69033934990304
R2S_TRAIN_3DF87B3D7C18,2,668.4948281545392,202.47000000000025
R2S_TRAIN_7E07D8446036,1,497.0995918564761,139.8759116138812
R2S_TRAIN_DADA2089FF80,2,457.9422897063013,113.02065708970298
R2S_TRAIN_6C7926BB9707,2,576.0138789147655,129.4698328717191
R2S_TRAIN_849B7C1ACD03,1,649.8283984538091,157.66994379573123
R2S_TRAIN_4BFD9D7FDC4B,1,381.4578810437734,103.0521112289488
R2S_TRAIN_6A9AB48AF6A8,1,416.0991597702381,131.59008081853378
R2S_TRAIN_8A0BECCAF182,1,633.3262349148669,140.04003326403276
R2S_TRAIN_DA4D2A54075B,1,344.579563825009,89.5978932472906
R2S_TRAIN_B63403773A57,1,626.4982931458853,155.45742591497074
R2S_TRAIN_A389E3AE425D,1,372.93853826919434,90.0027018840155
R2S_TRAIN_0C785979D0DE,1,525.619985250261,127.26855499941517
R2S_TRAIN_81DB5863D1B9,1,394.22901532057546,108.01725996504818
R2S_TRAIN_D255BD71366A,2,330.675435859,82.86132255729558
R2S_TRAIN_B45019ED80B5,1,560.3984845801581,122.15314603351689
R2S_TRAIN_6C1617F1A753,1,676.1087468610251,161.42672052173918
R2S_TRAIN_2E5FE075489D,2,750.0435119220738,193.08188339830522
R2S_TRAIN_0B38EC435B57,1,480.41515410076624,112.2557900399349
R2S_TRAIN_1690FBE8FBCD,1,449.97774022809386,109.77916063820317
R2S_TRAIN_19B0977BC7BE,2,580.4082122851181,121.01164413771339
R2S_TRAIN_FC23A2D5272F,2,461.6890297627563,102.96440376762024
R2S_TRAIN_1363C1F4F529,1,639.0777772311268,183.73360944862836
R2S_TRAIN_3BF83DEE70C4,1,731.1254611501724,170.11188439051665
R2S_TRAIN_A64D9CA504F3,1,544.8095903301088,140.68917968760138
R2S_TRAIN_76E553BD3CAD,2,501.3892984204371,141.2505135961007
R2S_TRAIN_5E27B93D7835,2,534.4259730233853,139.67315370632753
R2S_TRAIN_422835431372,2,622.3486672733344,144.91815850978253
R2S_TRAIN_D8C4D699D91C,2,508.9233387013837,125.02631759500476
R2S_TRAIN_2C87089F8F9E,1,365.856395910625,91.33124122833405
R2S_TRAIN_671BF2F520B1,1,672.6036511453642,185.56043042894288
R2S_TRAIN_7CE198E44A97,2,549.9352014361721,124.51217695786424
R2S_TRAIN_2ECF2906672E,2,355.07827419712345,99.6606680706493
R2S_TRAIN_E4731E73024A,2,599.3708914737476,140.0086477655977
R2S_TRAIN_F0A6DF973D53,1,597.156682820546,130.68037034319087
R2S_TRAIN_DA83BAD91B74,1,443.90500871320785,109.6573489764606
R2S_TRAIN_18B66D4AAC63,2,392.23586643098264,85.5319920661816
R2S_TRAIN_B30D0D2DD4B5,1,576.9202780253286,131.07541542287527
R2S_TRAIN_32B0E18DE33A,2,511.61416766499514,123.83968039217865
R2S_TRAIN_BC7DF8662AB7,1,575.3096781429426,140.31790925579335
R2S_TRAIN_4A630621EB0C,2,555.265047027454,133.87453098004283
R2S_TRAIN_DF4ACA7FA7CA,2,548.6770048897,129.9825666607002
R2S_TRAIN_5190AA77273D,1,461.6520679487144,110.67724789902721
R2S_TRAIN_1D89D641B100,1,763.1725962379952,187.8755624516106
R2S_TRAIN_F45ACEF35677,1,472.46962175496196,131.5187472673319
R2S_TRAIN_F0103C115592,2,583.451670315727,133.0439764995673
R2S_TRAIN_E4391D6FA459,1,654.5964956391751,155.35752452186074
R2S_TRAIN_996B6A5C5243,1,385.05648612388586,95.25552016473215
R2S_TRAIN_4F28A335F481,1,763.8776180828063,185.8699904152974
R2S_TRAIN_7C1891D142A1,2,584.7130005127744,142.79933893046902
R2S_TRAIN_28F52AE722D6,2,463.50017836544953,113.52450479147205
R2S_TRAIN_CFF629F2BF75,2,469.1701146112394,121.57444128214598
R2S_TRAIN_79ACAAF501D6,2,550.6221698161224,136.78546327042108
R2S_TRAIN_A9E7FC357183,2,379.60236305371257,102.96329369743805
R2S_TRAIN_5DA2597A934A,1,585.4025283887227,143.05136550459738
R2S_TRAIN_0695CF818754,1,406.07288770824874,101.7598920220563
R2S_TRAIN_5E2409B4E77B,1,228.74543553164222,90.62887521164598
R2S_TRAIN_559E5C384CC2,2,480.5926611889862,130.64567403906338
R2S_TRAIN_89C4704FD17F,2,688.328917199887,202.47000000000025
R2S_TRAIN_2F3CB64C8EE8,2,395.1216097338848,92.10394531136227
R2S_TRAIN_2CD139D8EDD0,1,474.15650428781095,112.12948972680591
R2S_TRAIN_4A7A28CB20B1,1,524.8407050698992,111.89727065764427
R2S_TRAIN_F4836F3C7568,2,783.7016306243399,184.46340619524105
R2S_TRAIN_EFBC357096F9,1,558.7290457621117,134.88027140762068
R2S_TRAIN_4AEBEC805BA4,2,698.4878991814619,163.81950439622148
R2S_TRAIN_701C39B8592E,2,516.6016523820192,117.67597569666242
R2S_TRAIN_ECD3371759ED,2,704.7725884542723,170.7416725692471
R2S_TRAIN_F442722BED01,1,513.2058026054482,146.808955309418
R2S_TRAIN_4F40201B76D0,2,578.0553318653723,139.14764882999623
R2S_TRAIN_A39895E61D22,1,677.6898975176107,147.82953816373166
R2S_TRAIN_B944FC96DAE1,1,572.2544335137883,149.25217431526843
R2S_TRAIN_E993513B1E24,2,583.4164143201091,171.00341899578314
R2S_TRAIN_DE81FAD5EF15,2,470.9921793776155,108.9249133215696
R2S_TRAIN_7EF24B36E573,1,602.7248682570664,159.0467542846916
R2S_TRAIN_7C6B9096FC76,2,628.1135099615344,147.18625670722858
R2S_TRAIN_65FD688F88D1,2,444.20495817160656,109.43639472211973
R2S_TRAIN_C82C97849A41,1,535.3245945741634,129.1726289301545
R2S_TRAIN_85C14789BCAA,1,636.8749908769536,138.22053690943744
R2S_TRAIN_0A647306F309,1,529.8198208590424,136.7929028909442
R2S_TRAIN_BED752225812,2,504.4593418091754,127.87407949114768
R2S_TRAIN_F165A9C0950C,2,523.4501671521283,149.5627302406751
R2S_TRAIN_3263D92AAF1D,1,622.3617038366824,155.0027506277922
R2S_TRAIN_701817B629E4,1,561.7293533548933,137.56867821019173
R2S_TRAIN_638C543B6AF5,1,522.7879431765607,127.10982005209846
R2S_TRAIN_7AE8E1A3310A,1,555.5666638164467,135.75242125075795
R2S_TRAIN_F873D527379C,2,519.2882330721687,123.54550544941306
R2S_TRAIN_E3582C9CFC98,2,544.7345136182039,115.43326908839597
R2S_TRAIN_89AC6C38B637,2,415.00594779434124,102.00913081402071
R2S_TRAIN_C41F94109C28,2,569.808214614362,125.29339222461974
R2S_TRAIN_EDC26012D4A4,1,510.30413063804065,111.82527701926068
R2S_TRAIN_A0F58B1D7A88,1,562.4752672731952,133.16089140761136
R2S_TRAIN_5146DC7D3BEA,2,465.158024724414,93.34006219734363
R2S_TRAIN_A6FFC9B76C87,2,531.5120109615747,133.50273976854288
R2S_TRAIN_3F2713534195,1,436.73028854352737,100.26979296073739
R2S_TRAIN_DBDB44EDB58A,1,531.5352381853634,124.16152083364649
R2S_TRAIN_9378D0663388,1,439.62435116806665,114.91243761752827
R2S_TRAIN_07AF4E771081,2,344.54971024602884,99.05461416720344
R2S_TRAIN_B6E9E0CCACE3,1,360.8068350221563,91.72756518842196
R2S_TRAIN_943A891C738C,1,427.95662332757655,90.58433145000271
R2S_TRAIN_34E04087F64F,1,435.49700697347185,107.67507890811038
R2S_TRAIN_F86894A8DCD2,2,544.8237496661543,131.92022213923576
R2S_TRAIN_FAA619503814,2,547.8698136252218,129.0150461420836
R2S_TRAIN_CC39B8A0EFFC,2,764.9357802790778,188.09567452987426
R2S_TRAIN_9BD19872D7C8,2,431.18908873761666,99.9388331433402
R2S_TRAIN_38A4F5C0CF76,2,550.882245722128,135.89556444414634
R2S_TRAIN_541585FA8127,2,283.87962261369927,84.32774727531152
R2S_TRAIN_1DA1CB1C653B,2,675.7402399068943,150.57261042854884
R2S_TRAIN_978F63EC1E12,1,610.7055723184812,147.52332975338683
R2S_TRAIN_6059C2090591,1,606.5024181207034,145.77144156580442
R2S_TRAIN_9491531738DB,2,621.1593948104132,151.33603326894217
R2S_TRAIN_169FBD29147C,1,491.81702182894526,145.26218059212243
R2S_TRAIN_98E915E3BB83,2,615.6133061437229,148.4963553259676
R2S_TRAIN_35C5FB95E877,1,395.8986383116127,80.40516511586713
R2S_TRAIN_1609C04D36BA,2,633.0233803113929,155.26565172086836
R2S_TRAIN_3375CD817B29,1,582.4485815710099,137.39892509903402
R2S_TRAIN_10526C4BDF51,1,453.6608255419657,116.22664394645982
R2S_TRAIN_088DC5C1D3F1,1,364.79871639592517,85.75912591101078
R2S_TRAIN_88E724198AAC,1,530.1717289106673,141.03094394628798
R2S_TRAIN_2D4BEEEA4CA1,2,553.8597509504473,111.78312743588377
R2S_TRAIN_A4C0B2022478,2,544.1609164153406,144.34479678179588
R2S_TRAIN_546AF6506E06,2,327.45248722651064,91.39645115570927
R2S_TRAIN_7176B00E6DED,2,501.6885000429317,103.26233673283869
R2S_TRAIN_5988709FD879,1,602.2958627298835,147.0731402560446
R2S_TRAIN_4C191D208DD2,2,585.2802303995254,127.1242806270996
R2S_TRAIN_73143AA020C4,2,571.2766670049788,142.17432467450178
R2S_TRAIN_699F7FC1A874,1,475.4777298643651,126.91416258439702
R2S_TRAIN_45DC955FA51A,2,526.9888099724692,128.3681043612116
R2S_TRAIN_571BAE0BA29D,2,411.9481869585139,104.79404292203274
R2S_TRAIN_6449B2A5A1AC,1,508.5889085892763,122.45244492184143
R2S_TRAIN_5F85D799DC85,2,579.1871129407233,143.14155464781155
R2S_TRAIN_025A06E75239,2,518.8927791884328,124.99255922449221
R2S_TRAIN_1E2424BE3148,2,582.1032358224859,134.60569318507382
R2S_TRAIN_3FB221F7F396,2,565.0907640091482,139.41356606627613
R2S_TRAIN_6E97B09887EB,1,706.4557509934519,171.82479715296463
R2S_TRAIN_D5229399FBA8,1,469.2197884921553,113.459028068732
R2S_TRAIN_14FC69FBC7C8,2,519.5966176274983,111.33899453158263
R2S_TRAIN_FE6991AE010F,1,428.50995540295963,105.59227024669241
R2S_TRAIN_5D5D9395B3CC,2,384.8608393404186,92.881825003861
R2S_TRAIN_A759B8635343,2,551.5435309444845,121.68278915532375
R2S_TRAIN_D169BB772D3F,2,537.3696936703356,140.93074871509353
R2S_TRAIN_EB715C88FCD7,1,577.1286834833554,135.25615206411976
R2S_TRAIN_43993B880328,1,386.79856573109237,90.9055607153932
R2S_TRAIN_6026A19E8BB6,2,518.0811924322188,139.17063583965594
R2S_TRAIN_1806F71D69BA,2,304.11927626774,61.73858484734164
R2S_TRAIN_4134C0301210,1,372.927897498571,87.20750115689778
R2S_TRAIN_6C12C77F7AF2,2,514.8788768545049,120.55664262282376
R2S_TRAIN_801E4B7F48C9,2,547.8439989160056,130.86626015497404
R2S_TRAIN_D3313A6A920E,2,623.044088837141,149.03385482006487
R2S_TRAIN_0745DB8A09B1,2,620.0059385490903,131.7257269119297
R2S_TRAIN_02953C7DB75F,2,529.2184540715549,140.34743114214376
R2S_TRAIN_D344769EEEF3,1,605.7422688595381,121.09333072833178
R2S_TRAIN_A840E908183D,2,524.6467685483077,119.87802216772599
R2S_TRAIN_E5E7B2A74B00,1,477.6997189615896,118.24615254836523
R2S_TRAIN_699622A73DC7,1,473.561831433522,115.84673185524935
R2S_TRAIN_3C1E2E3E882F,2,343.0710031375665,97.04651198920956
R2S_TRAIN_8BB75793180D,2,487.7088332122854,117.91707041125777
R2S_TRAIN_E7795AB397E1,1,680.2225095272611,168.66099462533933
R2S_TRAIN_0079BC6E40FE,1,615.8702741178528,144.05782586355352
R2S_TRAIN_754EB8254214,1,542.899295716556,137.5883317481904
R2S_TRAIN_4C48D9B1094E,1,323.6632676097646,80.65942764782613
R2S_TRAIN_C176CC0629F3,1,466.019600449282,93.42323443769853
R2S_TRAIN_4C453C5C7831,1,676.9187331498903,168.62105130489763
R2S_TRAIN_16887DC670EB,1,446.3009663197952,98.5567226754163
R2S_TRAIN_310E80241677,1,574.183297133057,136.87491870289185
R2S_TRAIN_F8FA694C616E,2,552.9150148931523,140.11907182639635
R2S_TRAIN_430FD2BA14B1,2,539.7534865832789,128.88669243174667
R2S_TRAIN_78815998BB9C,1,493.8582468112435,121.51247742012528
R2S_TRAIN_F2B556048789,1,533.6793374035464,136.33397041195306
R2S_TRAIN_A3324BD2319B,1,531.4295227482496,116.46313369211022
R2S_TRAIN_FE5DA042FB5A,1,499.2322261665784,113.34770807890236
R2S_TRAIN_B4155BF6AA22,1,455.14901818153766,105.4255043133816
R2S_TRAIN_249D3BD5E6DD,1,535.3553749911224,129.14317548154045
R2S_TRAIN_1E70CBCE9CCE,2,696.1137975871367,176.1866504999903
R2S_TRAIN_33C1B3EF3F40,2,663.3900852586086,167.69282561547183
R2S_TRAIN_455F735045B3,2,525.8990313740827,114.12259043579594
R2S_TRAIN_A544BEE9EDCE,1,500.3132885533219,124.59609412576036
R2S_TRAIN_7D40D7BC9324,1,527.4099025472555,128.4884919732574
R2S_TRAIN_38740C1F77E8,1,424.8711411677188,102.90840584001499
R2S_TRAIN_36B1724F63B7,1,560.9305673238963,134.30413175538243
R2S_TRAIN_69095E1C652A,1,703.3069406829472,171.11205036010855
R2S_TRAIN_20D219A3CCC4,2,608.0358655421442,144.88994131088327
R2S_TRAIN_4F8B13D949D6,2,473.14852472113154,107.09548591083116
R2S_TRAIN_2EFD924D7AA0,2,649.8303265518855,135.66551109243963
R2S_TRAIN_0414DEC6BE28,2,566.7243323830909,137.1834020469513
R2S_TRAIN_A5A32AE373C6,2,515.4524673267615,116.1949100950453
R2S_TRAIN_CF1ADE78EA28,2,481.4637874701149,142.20399172994127
R2S_TRAIN_3C9D160E9083,2,547.3666723982572,125.45963846455815
R2S_TRAIN_1C3B48B865AD,2,641.4318992827192,134.03625004148722
R2S_TRAIN_351FBB437E49,1,465.9730554808203,118.15712259043173
R2S_TRAIN_ED425D4F17DC,2,430.4870564736452,94.86905400896624
R2S_TRAIN_464ABA440F7C,1,776.4543095663627,180.0128090615706
R2S_TRAIN_3A6B6F9CF8B3,1,581.1428148429547,153.59338806583702
R2S_TRAIN_469363184310,1,613.3363206176462,127.4371736159338
R2S_TRAIN_846715F93D29,2,441.1646108160896,112.76976589848768
R2S_TRAIN_20DE319842DB,2,502.1918655400594,131.05726005891552
R2S_TRAIN_B5952947D26B,1,659.4739251678267,163.38110167293019
R2S_TRAIN_3B0C3E0BEB54,1,585.2452716832751,136.6019654407421
R2S_TRAIN_0ECD96DA2793,1,567.1369263003039,134.99998110234847
R2S_TRAIN_712201682BE7,1,781.4624244938619,201.96235418725627
R2S_TRAIN_6DEB5B4BB8EB,1,570.2451854381678,115.59704795013985
R2S_TRAIN_C129EA3995A2,2,608.5321138860784,134.83556920246113
R2S_TRAIN_61B01F4201A9,2,491.54921534069024,93.84612387986168
R2S_TRAIN_A16D8960C20B,2,527.0718659613453,114.1899691666888
R2S_TRAIN_88DADAE04934,1,596.675804230616,158.75159177760085
R2S_TRAIN_7E294C21FA1B,2,389.1269132112369,101.78921081308619
R2S_TRAIN_1ED695010127,2,615.3014963188184,141.14874639650245
R2S_TRAIN_7BC9E8E456FD,2,726.1146583918796,173.90328732753815
R2S_TRAIN_BE4CEC7F8B7E,2,668.2660754183051,145.40548326770124
R2S_TRAIN_1B6F8F42681E,1,219.85685,61.53
R2S_TRAIN_BE6797368C5E,1,323.1292110857337,98.72704066257711
R2S_TRAIN_CEF3CAA5E6EB,2,567.2178633990669,143.6294268513817
R2S_TRAIN_A977CEABBA92,1,451.1231999758332,111.98432679911097
R2S_TRAIN_9AE5F0550E62,1,471.7212645245306,124.63678544707335
R2S_TRAIN_2D537DA7D22E,1,547.6345222501556,130.71226851087712
R2S_TRAIN_0690F848E104,2,592.6585231785648,155.89565922046435
R2S_TRAIN_ECC74118F3F7,1,339.34496387028884,95.29538826187176
R2S_TRAIN_1E19D6800D1F,2,527.2491773744138,137.61895578979377
R2S_TRAIN_4F5703F9A2AF,1,399.25311361240415,93.60755242113466
R2S_TRAIN_45A9642B4C16,2,564.8916272224759,130.06280640012724
R2S_TRAIN_5C4B53EAB066,2,428.7356756010692,101.7617830050919
R2S_TRAIN_9EC08BBBA82C,2,398.6033897101279,126.34998897917143
R2S_TRAIN_779F7E980227,2,579.1215617929698,139.54352017771578
