clock,air_volume,cold_air_press,hot_air_press,oxygen,hot_air_temp,coal_rate,humidity,gas_rate,furnace_top_press,upper_press_diff,lower_press_diff,total_press_diff,air_press_ratio,furnace_top_temp_avg,air_speed,furnace_throat_temp
2024-03-02 00:00:00,4186.03,394.3546,383.4296,8594.4742,1200.0789,42.2813,3.1228,49.0513,220.0015,55.546,107.8828,163.4288,25.6226,147.991625,288.1828,224.5151
2024-03-02 01:00:00,4162.8029,397.1111,386.4584,8725.2317,1200.2231,42.25,2.9335,49.2534,219.9401,56.2037,110.3175,166.5212,25.0032,149.075875,284.8285,232.7167
2024-03-02 02:00:00,4214.5225,395.8471,384.9098,8666.2444,1199.4601,41.9375,3.0301,48.9583,220.0513,56.1641,108.6946,164.8586,25.5703,150.270875,289.1606,231.9055
2024-03-02 03:00:00,4174.5104,397.4175,386.7055,8487.3687,1200.2419,41.7813,3.0452,48.6302,219.9793,55.0125,111.718,166.7306,25.0413,153.36305,285.4945,224.4955
2024-03-02 04:00:00,4195.5674,397.0041,386.106,8623.5182,1199.8338,41.875,3.1364,48.6006,219.9437,54.7134,111.4475,166.1609,25.2646,155.61365,287.1998,223.7588
2024-03-02 05:00:00,4166.4694,396.2427,385.6109,8654.9864,1200.1956,41.7188,3.2327,48.8021,220.0173,54.9139,110.6795,165.5934,25.1783,157.884075,285.6,228.8025
2024-03-02 06:00:00,4190.4005,398.3053,387.5466,8617.9105,1199.5509,41.4375,3.348,48.9323,219.9702,56.1147,111.4656,167.5803,25.0123,149.263775,285.959,224.0181
2024-03-02 07:00:00,4156.2794,397.0848,386.4937,8667.7693,1200.2549,41.4375,3.4109,48.9331,219.8969,55.7107,110.8905,166.6012,24.9506,152.320275,284.3446,225.0044
2024-03-02 08:00:00,4183.876,396.8898,385.8617,8619.2728,1199.8615,41.6875,3.6039,49.0497,219.9822,55.6516,110.2304,165.8819,25.2263,140.2011,286.5361,220.7677
2024-03-02 09:00:00,4141.1627,398.9587,388.4118,8697.9593,1200.253,41.75,3.7004,48.8499,220.023,55.9497,112.4473,168.397,24.5982,147.259325,282.219,224.0766
2024-03-02 10:00:00,4164.7569,398.744,387.8459,8709.7676,1199.7699,40.8438,3.6805,49.0143,219.9931,56.7806,111.0733,167.8539,24.8195,152.6948,284.0637,233.3544
2024-03-02 11:00:00,4144.4408,400.0294,389.3987,8585.9411,1200.1557,41.3125,3.7778,48.8726,220.0164,57.1532,112.223,169.3759,24.4701,146.713625,281.8544,225.6103
2024-03-02 12:00:00,4158.5357,397.9033,386.9834,8475.5697,1200.0813,41.5,3.7972,48.6937,219.9509,56.5949,110.4346,167.0287,24.904,143.344325,284.1934,215.3414
2024-03-02 13:00:00,4108.2524,396.9387,386.4083,8488.3932,1200.0984,41.875,3.8218,48.7473,219.9768,55.3257,111.1032,166.4289,24.6895,136.970975,281.0874,209.8863
2024-03-02 14:00:00,4164.1123,399.5282,388.6542,8657.8766,1200.0686,40.8438,3.9871,48.7114,219.9379,55.1372,113.5777,168.7149,24.6908,139.247125,283.6452,214.6087
2024-03-02 15:00:00,4137.6229,392.6024,381.9464,8837.8645,1200.0224,41.8438,4.1395,48.5992,219.9873,56.0618,105.9012,161.9605,25.5507,134.87095,285.6936,214.1311
2024-03-02 16:00:00,4163.7926,396.1725,385.1783,8720.5693,1199.9857,42.875,4.1337,48.7354,220.0598,56.5514,108.5627,165.1141,25.2365,134.9836,285.6355,211.2503
2024-03-02 17:00:00,4135.748,398.7263,388.1588,8694.7971,1199.9993,42.0625,4.0567,48.6538,219.9217,56.8061,111.4239,168.2332,24.5856,141.0877,281.9506,216.7378
2024-03-02 18:00:00,4189.4244,396.8104,385.7889,8802.9848,1199.9665,41.6875,4.026,48.8771,219.9491,57.0143,108.8313,165.8456,25.263,136.292325,286.9762,216.2889
2024-03-02 19:00:00,4157.4167,393.3614,382.6013,8655.8186,1199.8589,41.5,4.1488,48.9481,219.9846,55.1029,107.519,162.6219,25.5754,146.416275,286.645,211.858
2024-03-02 20:00:00,4174.4447,393.3679,382.237,8632.9959,1200.022,41.5625,4.35,48.8013,219.9795,54.9789,107.2791,162.2679,25.7324,136.312975,288.1004,210.6565
2024-03-02 21:00:00,4149.3443,389.8528,379.0734,8619.16,1199.974,42.0,4.4148,49.0565,219.9607,55.0846,104.0162,159.1074,26.0827,138.1222,288.2128,205.7936
2024-03-02 22:00:00,4155.7591,393.2358,382.2899,8593.7076,1200.0546,42.875,4.4467,49.0924,220.0356,55.2083,107.0466,162.2549,25.6259,142.702675,286.7676,206.676
2024-03-02 23:00:00,4155.9397,394.7287,384.0195,8490.8332,1199.8739,42.625,4.4385,48.7448,219.9849,56.5121,107.5197,164.0318,25.3349,151.263275,285.6972,215.1737
2024-03-03 00:00:00,4164.044,393.8814,382.8743,8567.6466,1200.1408,42.4375,4.3897,48.9442,219.9432,54.8466,108.0814,162.928,25.5664,145.211825,286.9951,221.6197
2024-03-03 01:00:00,4122.0625,391.8645,381.2259,8652.6386,1199.8869,42.3125,4.3729,49.0923,219.9732,54.5972,106.6541,161.2513,25.5719,134.7406,285.021,221.0352
2024-03-03 02:00:00,4146.0894,393.902,382.9387,8620.4184,1199.9328,42.0938,4.3832,49.0553,220.0714,54.9073,107.9582,162.8655,25.4696,149.66495,285.682,223.2515
2024-03-03 03:00:00,4143.5935,392.8068,382.0617,8581.1853,1200.028,41.5313,4.3455,48.8446,219.9568,55.6235,106.4821,162.1055,25.5721,149.073275,286.0609,218.2861
2024-03-03 04:00:00,4174.9039,396.0467,385.0036,8828.4725,1200.0252,41.7188,4.3584,48.9575,219.9806,56.3658,108.6601,165.0259,25.3016,151.927525,286.4858,215.5624
2024-03-03 05:00:00,4162.8294,393.0337,382.2243,8827.6788,1199.9648,41.8125,4.3538,48.9593,219.9905,55.0057,107.2339,162.2437,25.6633,147.64005,287.2598,212.8354
2024-03-03 06:00:00,4173.3707,393.5517,382.4527,8660.6688,1200.1318,41.9375,4.4848,49.0997,219.906,55.1669,107.376,162.5458,25.687,141.74285,287.8954,209.0042
2024-03-03 07:00:00,4130.6622,399.5131,388.9334,8770.5667,1199.9349,41.8438,4.6339,49.0801,219.9597,55.0124,113.9554,168.9678,24.4511,150.104625,281.1514,210.2413
2024-03-03 08:00:00,4165.2314,394.016,383.0465,8772.2939,1199.9724,41.4375,4.7932,49.0103,219.9638,54.2624,108.8207,163.0831,25.5476,145.7417,286.9135,218.1901
2024-03-03 09:00:00,4126.8541,392.6139,381.9958,8681.0366,1199.9311,41.375,5.0097,48.737,219.9942,54.6953,107.305,162.0003,25.4814,159.0141,284.9447,221.8305
2024-03-03 10:00:00,4146.8323,395.6685,384.5878,8825.1292,1199.0199,41.5625,5.2528,48.7645,219.9823,55.515,109.0919,164.6069,25.1999,143.616275,284.5984,220.9037
2024-03-03 11:00:00,4124.7183,395.5667,384.9541,8741.6525,1201.1802,41.4063,5.4483,48.5265,220.0344,54.3678,110.5506,164.9184,25.0134,154.4255,283.2529,220.6852
2024-03-03 12:00:00,4167.4313,391.9799,380.8468,8740.1039,1200.0026,41.5625,5.5374,48.5382,219.8918,54.4351,106.5115,160.9466,25.908,140.63015,288.4307,206.2158
2024-03-03 13:00:00,4138.3768,396.1939,385.4378,8554.5655,1199.8998,41.6875,4.9369,49.1747,220.0364,56.1793,109.2236,165.4029,25.0194,145.6987,283.681,207.1332
2024-03-03 14:00:00,4175.6491,394.2064,382.9703,8800.0953,1199.8168,41.625,4.7297,48.8368,219.9668,55.2985,107.7053,163.0037,25.6316,156.52405,287.6937,210.5271
2024-03-03 15:00:00,4122.7386,389.9211,379.0257,8653.4143,1200.1263,41.375,5.0569,48.691,219.9689,54.6465,104.41,159.0565,25.9377,141.074,286.4721,210.5045
2024-03-03 16:00:00,4200.6636,394.6149,383.3249,8687.6648,1200.0237,42.3125,5.2542,48.8993,220.0028,53.7945,109.5212,163.3157,25.7279,144.6295,289.2071,212.0979
2024-03-03 17:00:00,4152.6308,395.426,384.5105,8827.9482,1199.8927,42.3125,5.1632,49.055,220.0147,56.3117,108.1846,164.4962,25.2486,143.872325,285.2251,219.1002
2024-03-03 18:00:00,4185.4708,393.1141,381.8065,8941.4322,1200.278,42.4375,5.1009,48.4727,219.923,56.5452,105.332,161.8772,25.8632,154.498575,289.153,226.951
2024-03-03 19:00:00,4122.017,393.1058,382.3499,8879.3772,1199.8492,42.0625,4.638,48.3529,219.9921,56.2663,106.0954,162.3617,25.3985,157.4121,284.3776,222.2881
2024-03-03 20:00:00,4174.7689,390.8712,379.6685,8733.41,1200.0209,42.375,5.4098,48.5027,219.9464,56.5129,103.2092,159.7221,26.148,151.43925,289.6911,213.8829
2024-03-03 21:00:00,4162.1224,387.7541,376.7609,8533.4479,1199.9429,42.4063,5.6335,48.2182,220.0166,56.7887,99.9559,156.7445,26.5563,149.943,290.4869,210.7139
2024-03-03 22:00:00,4177.9064,388.4493,377.1661,8693.5139,1200.0677,42.7188,5.5543,48.3389,219.9335,56.4336,100.7927,157.2263,26.5872,149.6302,291.3947,207.3121
2024-03-03 23:00:00,4087.4517,390.0864,379.4088,8779.7707,1199.8457,42.4375,5.6168,48.4456,219.9878,54.2478,105.1778,159.4256,25.6472,149.76805,283.7202,210.2346
2024-03-04 00:00:00,4160.0345,395.4519,384.3434,8816.9212,1200.1028,41.1875,5.7133,48.6206,219.9935,54.3692,109.9787,164.3479,25.3267,151.228125,285.8595,220.0807
2024-03-04 01:00:00,4157.7426,392.9994,382.0778,8745.3238,1199.6974,41.0,5.6351,48.4723,219.9578,55.7832,106.3333,162.1164,25.6472,161.598475,286.9431,223.7761
2024-03-04 02:00:00,4176.9145,395.8054,384.65,8651.8865,1200.17,40.9375,5.5592,48.7444,219.9542,55.9063,108.7886,164.6949,25.3698,153.88525,286.8492,222.451
2024-03-04 03:00:00,4148.2068,395.7362,384.8994,8726.1978,1199.8394,40.5313,5.5411,48.6264,220.021,55.3719,109.5122,164.8841,25.1721,168.77005,284.7091,228.5061
2024-03-04 04:00:00,4175.3862,391.8614,380.5638,8671.472,1200.0714,40.5313,5.6168,49.0692,219.9455,55.5114,105.1112,160.6209,26.0065,162.874175,289.1485,223.1912
2024-03-04 05:00:00,4152.0074,390.5933,379.6598,8693.2739,1199.8474,40.7188,5.586,48.6003,219.9775,55.0254,104.6584,159.6765,26.0117,161.883575,288.061,218.3577
2024-03-04 06:00:00,4163.1954,394.3587,383.1964,8836.75,1200.2944,40.9375,5.6586,48.9906,219.9969,54.9599,108.2464,163.2045,25.5158,155.895325,286.7827,216.9371
2024-03-04 07:00:00,4118.6404,394.5344,383.7899,8771.8371,1199.7112,40.4375,5.794,48.9446,219.9749,54.8066,109.0093,163.8159,25.1493,165.536625,283.2462,221.3911
2024-03-04 08:00:00,4157.5515,395.1995,384.0504,8687.4177,1200.3026,40.4063,5.9694,48.7102,219.9604,55.5881,108.4959,164.0839,25.3448,163.913075,285.8802,223.2853
2024-03-04 09:00:00,4147.625,395.3125,384.4122,8590.1586,1199.8752,40.9375,6.1981,48.7368,220.0012,56.4085,108.0044,164.4129,25.2357,155.679275,284.9192,224.2071
2024-03-04 10:00:00,4210.8595,395.6918,384.2428,8458.7619,1200.0276,41.3438,6.4506,48.8843,219.9216,55.6032,108.7184,164.3216,25.6317,152.1927,289.3839,224.6712
2024-03-04 11:00:00,4193.6596,392.8768,381.7131,8531.5155,1199.8979,41.8125,6.5806,48.7103,220.0323,55.2454,106.4328,161.6782,25.9425,153.1296,289.6993,221.2768
2024-03-04 12:00:00,4229.6177,393.8537,382.3442,8543.04,1200.1367,41.875,6.6355,48.3682,219.9647,54.7031,107.6765,162.3796,26.0523,152.278775,291.8216,212.4786
2024-03-04 13:00:00,4190.9415,393.7817,382.7633,8597.7901,1200.0013,41.6875,6.8739,48.638,219.9579,55.1362,107.6707,162.8069,25.7503,148.5968,288.9223,208.7613
2024-03-04 14:00:00,4215.157,394.4875,383.0875,8489.419,1199.9453,41.4375,7.6772,48.7714,220.0709,54.9915,108.021,163.0125,25.8686,146.611375,290.3745,206.2548
2024-03-04 15:00:00,4188.8281,389.2834,378.1377,8398.3409,1199.8593,42.25,7.9612,48.6482,219.975,54.1319,104.0305,158.1624,26.4909,146.842475,291.5201,203.6423
2024-03-04 16:00:00,4177.9623,390.5268,379.132,8299.0219,1200.1879,42.6875,7.9123,48.6088,219.9613,54.0074,105.1589,159.1663,26.2642,135.0982,290.2464,203.6106
2024-03-04 17:00:00,4150.1391,392.8384,381.9652,8475.9809,1200.0138,43.4688,8.2295,48.8443,219.9428,55.5235,106.5016,162.025,25.6175,147.093825,286.54,208.2967
2024-03-04 18:00:00,4196.4547,390.0075,378.6446,8619.7172,1200.1293,43.0313,8.4802,48.7248,220.0425,54.7913,103.8101,158.6014,26.4662,138.0455,291.7759,210.8793
2024-03-04 19:00:00,4155.8054,392.2083,381.3024,8671.8499,1199.8472,42.5625,8.5202,48.671,219.9988,54.0991,107.2045,161.3036,25.7711,140.079,287.3317,205.7601
2024-03-04 20:00:00,4193.023,394.0295,382.74,8657.7753,1200.0515,42.9063,8.369,48.6324,219.9303,54.817,107.9898,162.8068,25.7632,147.6165,289.0771,204.5867
2024-03-04 21:00:00,4172.8202,394.6583,383.7454,8653.7625,1200.0718,42.0,8.543,48.6067,220.0518,55.2003,108.4977,163.698,25.4975,143.867525,287.0832,207.4597
2024-03-04 22:00:00,4196.0203,395.3684,384.127,8734.1825,1199.8558,42.1875,8.9001,48.678,219.9363,55.7844,108.4093,164.1937,25.5661,154.31505,288.4426,206.1553
2024-03-04 23:00:00,4175.9861,393.8302,382.8938,8869.6951,1200.1653,42.375,8.821,48.7762,220.0037,55.9984,106.887,162.8854,25.6429,152.806375,287.815,210.7793
2024-03-05 00:00:00,4228.9549,394.933,383.4589,8791.6791,1199.9196,41.875,8.5137,48.943,220.0063,55.7519,107.6996,163.4515,25.8832,145.013875,291.0935,215.4526
2024-03-05 01:00:00,4159.3992,397.5792,386.6802,8668.2825,1199.9427,42.2813,8.4936,49.175,220.0059,57.6703,109.0022,166.6725,24.9598,145.642325,284.4314,219.2975
2024-03-05 02:00:00,4188.7716,394.3905,383.0273,8601.1553,1199.9419,42.7188,8.565,49.0926,219.8893,56.245,106.895,163.1399,25.6875,144.678,288.6043,222.8062
2024-03-05 03:00:00,4126.6007,391.4945,380.6538,8393.6745,1199.9344,42.8125,8.3761,49.1393,220.0392,54.6795,105.935,160.6145,25.6956,139.41265,285.6681,218.7194
2024-03-05 04:00:00,4137.6102,394.2711,383.2127,8541.35,1200.0194,42.875,8.2058,49.3421,219.9972,54.7869,108.435,163.2229,25.3577,148.267425,284.9414,218.5675
2024-03-05 05:00:00,4147.1078,396.9105,386.0598,8554.3036,1200.0104,42.125,8.0954,49.0245,219.9934,55.7915,110.2797,166.0671,24.9743,154.688775,283.9535,216.8196
2024-03-05 06:00:00,4205.7304,394.3752,382.9853,8461.9909,1200.1193,42.25,8.0741,48.561,220.0395,54.3624,108.5852,162.9461,25.8173,148.8769,289.8388,213.251
2024-03-05 07:00:00,4167.8297,398.0518,387.1782,8252.794,1199.936,42.75,8.2374,49.0019,220.0032,55.2381,111.9323,167.1704,24.9364,143.405075,284.6816,208.9854
2024-03-05 08:00:00,4191.5143,399.0284,387.7797,8393.5233,1199.9138,41.625,8.2153,49.1855,219.9691,55.7362,112.079,167.8152,24.9811,147.909675,285.9408,224.5602
2024-03-05 09:00:00,4167.0487,399.0245,388.1108,8546.772,1200.1069,41.5625,7.9799,48.8237,220.0376,55.0257,113.0488,168.0744,24.7955,160.83905,284.1242,233.2274
2024-03-05 10:00:00,4195.3126,396.5754,385.28,8524.3288,1199.9676,41.125,8.0774,48.8183,219.9736,55.2654,110.0366,165.302,25.3827,149.073125,287.6753,231.5672
2024-03-05 11:00:00,4165.6846,395.6521,384.6329,8492.3214,1199.8805,41.375,8.1212,49.0358,219.9542,55.3224,109.3595,164.682,25.305,152.161875,286.0454,235.0225
2024-03-05 12:00:00,4194.418,395.9349,384.5075,8525.1173,1199.6248,41.375,8.1061,48.7682,220.0277,54.6889,109.7957,164.4847,25.5043,155.4997,288.0101,229.4972
2024-03-05 13:00:00,4151.9805,398.9124,387.9801,8394.3317,1200.1701,41.4063,7.9569,48.7503,219.9352,56.726,111.3177,168.0437,24.7118,154.58985,283.2163,228.1919
2024-03-05 14:00:00,4208.9796,395.841,384.3556,8333.2026,1200.0245,41.375,7.8556,48.7177,219.9913,56.8522,107.5116,164.3637,25.6132,157.2473,289.1805,226.7347
2024-03-05 15:00:00,3529.1775,334.1733,325.0389,6435.1127,1199.5351,29.4063,7.8793,49.238,185.6003,52.7778,86.7856,139.4551,25.059,141.2282,268.2378,221.7958
2024-03-05 16:00:00,656.5592,40.7501,39.6057,252.8232,1196.1233,0.0,7.8876,51.4517,9.1043,45.9974,0.0,30.5274,21.5277,107.74845,155.0474,207.5097
2024-03-05 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,8.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-05 18:00:00,1701.9001,147.2711,144.8977,661.0967,1096.3022,0.0,8.3604,57.7454,65.6447,36.1024,43.119,79.2215,21.5479,130.0028,216.3796,149.1803
2024-03-05 19:00:00,3207.8264,308.168,301.196,2494.2438,1050.4415,28.0,8.1569,57.7454,177.7215,41.1873,82.28,123.4673,25.6588,196.831525,236.5305,144.6028
2024-03-05 20:00:00,4066.2465,383.1873,372.4135,8011.0073,1142.8903,39.5625,7.9208,50.9613,216.8154,51.3449,104.2482,155.5931,26.1589,117.622825,275.2982,134.9767
2024-03-05 21:00:00,4097.517,396.1167,385.524,8679.6403,1163.6169,40.6875,7.6386,49.2346,220.085,54.0925,111.35,165.4425,24.7722,117.802725,273.9287,167.7555
2024-03-05 22:00:00,4170.996,395.6802,384.8846,8596.5507,1168.8145,39.875,7.3155,48.9747,219.9669,52.7353,112.1861,164.9215,25.2983,135.3591,280.2221,181.7143
2024-03-05 23:00:00,4142.7492,394.5482,382.9804,8415.8104,1196.7603,40.9375,6.9418,48.9968,219.9891,52.7278,110.2668,162.9946,25.4273,131.0661,284.8666,185.5636
2024-03-06 00:00:00,4200.2244,397.7511,386.3959,8560.5902,1192.1025,41.5,6.4951,49.0355,220.0666,53.3507,112.9772,166.3279,25.2628,139.259575,285.8133,202.0326
2024-03-06 01:00:00,4148.7038,397.9868,386.2436,8591.0218,1202.3591,40.875,6.1886,49.0131,219.972,54.8595,111.4116,166.2711,24.9555,146.3164,284.3852,214.0795
2024-03-06 02:00:00,4230.7827,398.3363,386.8894,8643.2014,1195.6164,40.5625,6.1711,48.9087,219.9889,55.6131,111.2856,166.8987,25.3638,139.020125,288.3263,217.6077
2024-03-06 03:00:00,4184.4967,401.0318,389.2251,8720.7876,1202.8491,41.4688,6.136,48.8356,220.0453,55.6824,113.4995,169.1819,24.7371,139.71375,285.1743,216.6522
2024-03-06 04:00:00,4212.5258,400.637,389.1909,8699.9454,1200.155,40.9375,6.2294,48.8479,219.9212,55.3074,113.9597,169.2671,24.8964,134.2615,286.5894,211.4677
2024-03-06 05:00:00,4166.7643,397.3497,385.6066,8634.9646,1202.6453,40.9063,6.3701,48.7299,220.0589,54.1088,111.4347,165.5509,25.1883,133.9441,286.038,206.6711
2024-03-06 06:00:00,4232.5052,398.3477,386.8831,8612.7813,1198.8047,40.9688,6.264,48.9032,220.0186,54.4848,112.3783,166.8631,25.3772,133.318075,289.0617,206.5799
2024-03-06 07:00:00,4175.9999,397.4845,385.6564,8598.3832,1203.3123,41.5,6.0866,48.9055,219.9771,54.3383,111.3459,165.6842,25.2165,126.083575,286.8306,201.0955
2024-03-06 08:00:00,4194.692,399.4108,388.0385,8452.3643,1200.4955,42.125,6.0117,49.0458,219.9168,54.0195,114.1033,168.1228,24.9591,128.233775,286.103,203.0438
2024-03-06 09:00:00,4171.3893,398.3905,386.7441,8487.677,1203.2699,42.375,5.7246,49.091,220.0258,54.4673,112.2484,166.7156,25.0281,131.593075,286.5833,210.8194
2024-03-06 10:00:00,4190.4176,400.1645,388.9923,8838.0327,1199.894,42.0,5.476,49.0319,219.9493,55.3613,113.6755,169.0368,24.8029,133.96965,286.1974,214.2016
2024-03-06 11:00:00,4157.7654,399.9865,388.5901,8902.6053,1201.6356,41.1875,5.086,48.8574,220.0133,55.9185,112.6576,168.5761,24.6667,131.155,284.5878,216.801
2024-03-06 12:00:00,4190.1555,400.2066,389.215,8898.3902,1200.2927,40.9375,4.7542,48.6752,220.0196,56.0439,113.1563,169.2002,24.7728,137.594275,286.1164,210.4892
2024-03-06 13:00:00,4165.4776,397.7658,386.4935,8967.9525,1199.9642,41.5625,4.726,48.3911,219.9453,54.6231,111.9242,166.5473,25.0165,143.868225,285.9562,196.3819
2024-03-06 14:00:00,4181.0409,398.6188,387.697,8769.959,1200.2707,42.8125,4.8504,48.6412,219.9224,53.5558,114.2177,167.7735,24.939,124.2549,286.4073,189.1769
2024-03-06 15:00:00,4155.4586,398.2453,386.9682,8837.0616,1199.6306,42.25,4.9418,48.6422,220.0029,54.2319,112.7332,166.9651,24.895,140.62005,284.9698,193.4238
2024-03-06 16:00:00,4217.5889,395.9628,384.8562,8862.6298,1200.5438,42.0,4.9121,48.4689,220.0461,53.6306,111.1796,164.8102,25.5986,132.616975,290.6191,194.8563
2024-03-06 17:00:00,4174.492,401.6404,390.353,8793.1553,1199.5397,41.5,4.9952,48.7246,219.9967,54.272,116.087,170.3591,24.5099,132.90755,284.2422,202.712
2024-03-06 18:00:00,4228.6274,399.4995,388.3765,8799.2986,1200.2772,41.0625,4.6841,48.8363,219.9807,52.8179,115.5784,168.3963,25.1187,135.813025,289.2431,210.6122
2024-03-06 19:00:00,4178.8012,395.1763,383.7298,8773.5881,1199.703,41.625,4.5497,48.6755,220.0244,52.5616,111.1439,163.7055,25.5351,127.231975,288.4545,206.8744
2024-03-06 20:00:00,4209.9479,397.8925,386.9123,8624.2206,1200.202,41.9063,4.7837,48.7401,220.0057,54.4892,112.4148,166.904,25.2349,137.5749,288.8221,203.3572
2024-03-06 21:00:00,4171.0938,396.7585,385.4835,8631.1842,1199.8395,41.9375,4.663,48.6413,220.0258,53.3461,112.1113,165.4574,25.2155,137.57135,286.9241,198.3099
2024-03-06 22:00:00,4199.6963,394.3454,383.3922,8638.6903,1199.8166,41.9375,4.4825,48.6211,219.9905,53.1842,110.2177,163.4019,25.7151,130.872375,290.141,194.4528
2024-03-06 23:00:00,4163.016,396.1888,384.8366,8657.6127,1200.19,41.9375,4.3165,48.9577,220.0338,53.9879,110.813,164.8009,25.2644,133.168425,286.8334,195.4124
2024-03-07 00:00:00,4187.6185,394.3802,383.403,8726.7761,1199.6067,41.875,4.3194,49.0587,219.9452,52.9622,110.496,163.4582,25.6288,137.1004,289.2398,200.7171
2024-03-07 01:00:00,4158.4517,395.8074,384.556,8569.2821,1200.2543,42.8125,4.8984,49.1746,219.9844,52.5523,112.0124,164.5647,25.2802,135.417725,286.7169,210.063
